date,state_name,vegetable_name,wholesale_price,retail_price,shoping_mall_price,unit,image
2024-06-20,maharashtra,Colocasia Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-06-20,maharashtra,Colocasia,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-06-20,maharashtra,Coriander Leaves,8,9 - 10,10 - 13,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-06-20,maharashtra,Corn,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-06-20,maharashtra,Cucumber,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-06-20,maharashtra,Curry Leaves,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-06-20,maharashtra,Dill Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-06-20,maharashtra,Drumsticks,80,92 - 102,96 - 132,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-06-20,maharashtra,Brinjal,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-06-20,maharashtra,Brinjal (Big),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-06-20,maharashtra,Elephant Yam,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-06-20,maharashtra,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-06-20,maharashtra,French Beans,109,125 - 138,131 - 180,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-06-20,maharashtra,Garlic,248,285 - 315,298 - 409,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-06-20,maharashtra,Ginger,129,148 - 164,155 - 213,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-06-20,maharashtra,Onion Green,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-06-20,maharashtra,Green Peas,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-06-20,maharashtra,Ivy Gourd,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-06-20,maharashtra,Lemon (Lime),94,108 - 119,113 - 155,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-06-20,maharashtra,Mango Raw,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-06-20,maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-06-20,maharashtra,Mushroom,75,86 - 95,90 - 124,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-06-20,maharashtra,Mustard Leaves,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-06-20,maharashtra,Ladies Finger,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-06-20,maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-06-20,maharashtra,Radish,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-06-20,maharashtra,Ridge Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-06-20,maharashtra,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-06-20,maharashtra,Snake Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-06-20,maharashtra,Sorrel Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-06-20,maharashtra,Spinach,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-06-20,maharashtra,Sweet Potato,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-06-21,maharashtra,Onion Big,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-21,maharashtra,Onion Small,57,66 - 72,68 - 94,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-21,maharashtra,Tomato,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-06-21,maharashtra,Green Chilli,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-06-21,maharashtra,Beetroot,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-06-21,maharashtra,Potato,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-06-21,maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-06-21,maharashtra,Amaranth Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-06-21,maharashtra,Amla,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-06-21,maharashtra,Ash gourd,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-06-21,maharashtra,Baby Corn,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-06-21,maharashtra,Banana Flower,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-06-21,maharashtra,Capsicum,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-06-21,maharashtra,Bitter Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-06-21,maharashtra,Bottle Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-06-21,maharashtra,Butter Beans,53,61 - 67,64 - 87,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-06-21,maharashtra,Broad Beans,73,84 - 93,88 - 120,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-06-21,maharashtra,Cabbage,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-06-21,maharashtra,Carrot,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-06-21,maharashtra,Cauliflower,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-06-21,maharashtra,Cluster beans,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-06-21,maharashtra,Coconut,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-06-21,maharashtra,Colocasia Leaves,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-06-21,maharashtra,Colocasia,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-06-21,maharashtra,Coriander Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-06-21,maharashtra,Corn,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-06-21,maharashtra,Cucumber,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-06-21,maharashtra,Curry Leaves,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-06-21,maharashtra,Dill Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-06-21,maharashtra,Drumsticks,80,92 - 102,96 - 132,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-06-21,maharashtra,Brinjal,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-06-21,maharashtra,Brinjal (Big),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-06-21,maharashtra,Elephant Yam,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-06-21,maharashtra,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-06-21,maharashtra,French Beans,119,137 - 151,143 - 196,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-06-21,maharashtra,Garlic,230,265 - 292,276 - 380,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-06-21,maharashtra,Ginger,122,140 - 155,146 - 201,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-06-21,maharashtra,Onion Green,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-06-21,maharashtra,Green Peas,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-06-21,maharashtra,Ivy Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-06-21,maharashtra,Lemon (Lime),106,122 - 135,127 - 175,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-06-21,maharashtra,Mango Raw,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-06-21,maharashtra,Mint Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-06-21,maharashtra,Mushroom,89,102 - 113,107 - 147,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-06-21,maharashtra,Mustard Leaves,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-06-21,maharashtra,Ladies Finger,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-06-21,maharashtra,Pumpkin,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-06-21,maharashtra,Radish,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-06-21,maharashtra,Ridge Gourd,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-06-21,maharashtra,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-06-21,maharashtra,Snake Gourd,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-06-21,maharashtra,Sorrel Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-06-21,maharashtra,Spinach,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-06-21,maharashtra,Sweet Potato,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-06-22,maharashtra,Onion Big,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-22,maharashtra,Onion Small,57,66 - 72,68 - 94,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-22,maharashtra,Tomato,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-06-22,maharashtra,Green Chilli,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-06-22,maharashtra,Beetroot,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-06-22,maharashtra,Potato,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-06-22,maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-06-22,maharashtra,Amaranth Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-06-22,maharashtra,Amla,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-06-22,maharashtra,Ash gourd,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-06-22,maharashtra,Baby Corn,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-06-22,maharashtra,Banana Flower,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-06-22,maharashtra,Capsicum,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-06-22,maharashtra,Bitter Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-06-22,maharashtra,Bottle Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-06-22,maharashtra,Butter Beans,53,61 - 67,64 - 87,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-06-22,maharashtra,Broad Beans,73,84 - 93,88 - 120,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-06-22,maharashtra,Cabbage,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-06-22,maharashtra,Carrot,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-06-22,maharashtra,Cauliflower,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-06-22,maharashtra,Cluster beans,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-06-22,maharashtra,Coconut,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-06-22,maharashtra,Colocasia Leaves,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-06-22,maharashtra,Colocasia,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-06-22,maharashtra,Coriander Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-06-22,maharashtra,Corn,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-06-22,maharashtra,Cucumber,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-06-22,maharashtra,Curry Leaves,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-06-22,maharashtra,Dill Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-06-22,maharashtra,Drumsticks,80,92 - 102,96 - 132,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-06-22,maharashtra,Brinjal,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-06-22,maharashtra,Brinjal (Big),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-06-22,maharashtra,Elephant Yam,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-06-22,maharashtra,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-06-22,maharashtra,French Beans,119,137 - 151,143 - 196,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-06-22,maharashtra,Garlic,230,265 - 292,276 - 380,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-06-22,maharashtra,Ginger,122,140 - 155,146 - 201,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-06-22,maharashtra,Onion Green,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-06-22,maharashtra,Green Peas,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-06-22,maharashtra,Ivy Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-06-22,maharashtra,Lemon (Lime),106,122 - 135,127 - 175,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-06-22,maharashtra,Mango Raw,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-06-22,maharashtra,Mint Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-06-22,maharashtra,Mushroom,89,102 - 113,107 - 147,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-06-22,maharashtra,Mustard Leaves,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-06-22,maharashtra,Ladies Finger,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-06-22,maharashtra,Pumpkin,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-06-22,maharashtra,Radish,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-06-22,maharashtra,Ridge Gourd,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-06-22,maharashtra,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-06-22,maharashtra,Snake Gourd,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-06-22,maharashtra,Sorrel Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-06-22,maharashtra,Spinach,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-06-22,maharashtra,Sweet Potato,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-06-23,maharashtra,Onion Big,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-23,maharashtra,Onion Small,57,66 - 72,68 - 94,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-23,maharashtra,Tomato,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-06-23,maharashtra,Green Chilli,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-06-23,maharashtra,Beetroot,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-06-23,maharashtra,Potato,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-06-23,maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-06-23,maharashtra,Amaranth Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-06-23,maharashtra,Amla,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-06-23,maharashtra,Ash gourd,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-06-23,maharashtra,Baby Corn,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-06-23,maharashtra,Banana Flower,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-06-23,maharashtra,Capsicum,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-06-23,maharashtra,Bitter Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-06-23,maharashtra,Bottle Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-06-23,maharashtra,Butter Beans,53,61 - 67,64 - 87,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-06-23,maharashtra,Broad Beans,73,84 - 93,88 - 120,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-06-23,maharashtra,Cabbage,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-06-23,maharashtra,Carrot,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-06-23,maharashtra,Cauliflower,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-06-23,maharashtra,Cluster beans,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-06-23,maharashtra,Coconut,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-06-23,maharashtra,Colocasia Leaves,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-06-23,maharashtra,Colocasia,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-06-23,maharashtra,Coriander Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-06-23,maharashtra,Corn,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-06-23,maharashtra,Cucumber,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-06-23,maharashtra,Curry Leaves,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-06-23,maharashtra,Dill Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-06-23,maharashtra,Drumsticks,80,92 - 102,96 - 132,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-06-23,maharashtra,Brinjal,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-06-23,maharashtra,Brinjal (Big),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-06-23,maharashtra,Elephant Yam,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-06-23,maharashtra,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-06-23,maharashtra,French Beans,119,137 - 151,143 - 196,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-06-23,maharashtra,Garlic,230,265 - 292,276 - 380,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-06-23,maharashtra,Ginger,122,140 - 155,146 - 201,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-06-23,maharashtra,Onion Green,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-06-23,maharashtra,Green Peas,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-06-23,maharashtra,Ivy Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-06-23,maharashtra,Lemon (Lime),106,122 - 135,127 - 175,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-06-23,maharashtra,Mango Raw,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-06-23,maharashtra,Mint Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-06-23,maharashtra,Mushroom,89,102 - 113,107 - 147,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-06-23,maharashtra,Mustard Leaves,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-06-23,maharashtra,Ladies Finger,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-06-23,maharashtra,Pumpkin,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-06-23,maharashtra,Radish,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-06-23,maharashtra,Ridge Gourd,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-06-23,maharashtra,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-06-23,maharashtra,Snake Gourd,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-06-23,maharashtra,Sorrel Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-06-23,maharashtra,Spinach,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-06-23,maharashtra,Sweet Potato,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
